22:22:10.586: <- 059904 18EA3A00 14F001
22:34:04.017: -> 130306 09FD023A FF0303FEF4FAFFFF
22:34:04.065: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.161: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.226: -> 130306 09FD023A FF030367F5FAFFFF
22:34:04.273: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.369: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.417: -> 130306 09FD023A FF030361F4FAFFFF
22:34:04.465: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.561: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.593: -> 065305 1CFF193A 419F001702000000
22:34:04.626: -> 130306 09FD023A FF03030300FAFFFF
22:34:04.673: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.769: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.817: -> 130306 09FD023A FF0303E8F4FAFFFF
22:34:04.865: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:04.967: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.026: -> 130306 09FD023A FF0303E500FAFFFF
22:34:05.073: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.169: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.217: -> 130306 09FD023A FF0303F5F4FAFFFF
22:34:05.265: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.361: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.426: -> 130306 09FD023A FF03033FF5FAFFFF
22:34:05.473: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.569: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.585: -> 065305 1CFF193A 419F001702000000
22:34:05.616: -> 130306 09FD023A FF0303ACF4FAFFFF
22:34:05.664: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.760: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.825: -> 130306 09FD023A FF030350F5FAFFFF
22:34:05.872: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:05.968: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.016: -> 130306 09FD023A FF03030700FAFFFF
22:34:06.064: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.160: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.225: -> 130306 09FD023A FF03032300FAFFFF
22:34:06.272: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.368: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.416: -> 130306 09FD023A FF030366F5FAFFFF
22:34:06.464: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.560: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.592: -> 065305 1CFF193A 419F001702000000
22:34:06.625: -> 130306 09FD023A FF03038EF4FAFFFF
22:34:06.672: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.768: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.816: -> 130306 09FD023A FF0303A700FAFFFF
22:34:06.864: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:06.960: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.025: -> 130306 09FD023A FF03039700FAFFFF
22:34:07.072: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.168: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.216: -> 130306 09FD023A FF03030000FAFFFF
22:34:07.264: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.360: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.425: -> 130306 09FD023A FF0303BD00FAFFFF
22:34:07.472: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.568: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.584: -> 065305 1CFF193A 419F001702000000
22:34:07.616: -> 130306 09FD023A FF0303CF00FAFFFF
22:34:07.664: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.760: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.825: -> 130306 09FD023A FF0303E5F4FAFFFF
22:34:07.872: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:07.968: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.016: -> 130306 09FD023A FF03030800FAFFFF
22:34:08.064: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.160: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.225: -> 130306 09FD023A FF0303A9F4FAFFFF
22:34:08.272: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.368: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.416: -> 130306 09FD023A FF03036700FAFFFF
22:34:08.464: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.560: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.592: -> 065305 1CFF193A 419F001702000000
22:34:08.625: -> 130306 09FD023A FF0303F9F4FAFFFF
22:34:08.672: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.768: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.816: -> 130306 09FD023A FF03034700FAFFFF
22:34:08.864: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:08.960: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.025: -> 130306 09FD023A FF030324F5FAFFFF
22:34:09.072: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.168: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.216: -> 130306 09FD023A FF03033A00FAFFFF
22:34:09.264: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.360: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.425: -> 130306 09FD023A FF030365F4FAFFFF
22:34:09.475: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.568: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.584: -> 065305 1CFF193A 419F001702000000
22:34:09.616: -> 130306 09FD023A FF03039B00FAFFFF
22:34:09.664: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.760: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.825: -> 130306 09FD023A FF0303F6F4FAFFFF
22:34:09.872: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:09.971: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.016: -> 130306 09FD023A FF03031AF5FAFFFF
22:34:10.064: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.160: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.225: -> 130306 09FD023A FF030392F4FAFFFF
22:34:10.272: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.369: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.416: -> 130306 09FD023A FF03036D00FAFFFF
22:34:10.464: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.560: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.592: -> 065305 1CFF193A 419F001702000000
22:34:10.625: -> 130306 09FD023A FF03036EF4FAFFFF
22:34:10.672: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.768: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.816: -> 130306 09FD023A FF03036F00FAFFFF
22:34:10.864: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:10.960: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.025: -> 130306 09FD023A FF0303FD00FAFFFF
22:34:11.071: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.167: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.215: -> 130306 09FD023A FF03033600FAFFFF
22:34:11.263: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.359: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.424: -> 130306 09FD023A FF03036400FAFFFF
22:34:11.471: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.567: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.600: -> 065305 1CFF193A 419F001702000000
22:34:11.615: -> 130306 09FD023A FF03038500FAFFFF
22:34:11.663: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.759: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.824: -> 130306 09FD023A FF03034700FAFFFF
22:34:11.871: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:11.968: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.015: -> 130306 09FD023A FF03035101FAFFFF
22:34:12.063: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.159: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.224: -> 130306 09FD023A FF03038E00FAFFFF
22:34:12.272: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.367: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.415: -> 130306 09FD023A FF03035CF4FAFFFF
22:34:12.463: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.559: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.591: -> 065305 1CFF193A 419F001702000000
22:34:12.624: -> 130306 09FD023A FF030364F5FAFFFF
22:34:12.671: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.769: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.815: -> 130306 09FD023A FF03033A01FAFFFF
22:34:12.863: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:12.959: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.024: -> 130306 09FD023A FF03032EF5FAFFFF
22:34:13.071: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.167: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.215: -> 130306 09FD023A FF03031A01FAFFFF
22:34:13.265: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.359: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.424: -> 130306 09FD023A FF03030601FAFFFF
22:34:13.471: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.567: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.600: -> 065305 1CFF193A 419F001702000000
22:34:13.615: -> 130306 09FD023A FF03032800FAFFFF
22:34:13.663: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.759: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.824: -> 130306 09FD023A FF030352F4FAFFFF
22:34:13.874: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:13.967: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.015: -> 130306 09FD023A FF03035300FAFFFF
22:34:14.063: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.159: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.224: -> 130306 09FD023A FF0303DB00FAFFFF
22:34:14.271: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.368: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.415: -> 130306 09FD023A FF030307F5FAFFFF
22:34:14.465: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.559: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.591: -> 065305 1CFF193A 419F001702000000
22:34:14.623: -> 130306 09FD023A FF030394F4FAFFFF
22:34:14.671: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.767: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.815: -> 130306 09FD023A FF0303C6F4FAFFFF
22:34:14.863: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:14.959: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.032: -> 130306 09FD023A FF030315F5FAFFFF
22:34:15.072: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.167: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.214: -> 130306 09FD023A FF030322F5FAFFFF
22:34:15.262: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.358: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.423: -> 130306 09FD023A FF03039800FAFFFF
22:34:15.470: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.567: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.600: -> 065305 1CFF193A 419F001702000000
22:34:15.615: -> 130306 09FD023A FF03037100FAFFFF
22:34:15.663: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.759: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.824: -> 130306 09FD023A FF0303DD00FAFFFF
22:34:15.871: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:15.967: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.016: -> 130306 09FD023A FF03033E00FAFFFF
22:34:16.063: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.159: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.224: -> 130306 09FD023A FF03037800FAFFFF
22:34:16.271: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.367: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.415: -> 130306 09FD023A FF0303A1F4FAFFFF
22:34:16.462: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.557: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.589: -> 065305 1CFF193A 419F001702000000
22:34:16.622: -> 130306 09FD023A FF0303F000FAFFFF
22:34:16.669: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.765: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.813: -> 130306 09FD023A FF0303D0F4FAFFFF
22:34:16.862: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:16.958: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.022: -> 130306 09FD023A FF030368F4FAFFFF
22:34:17.069: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.165: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.213: -> 130306 09FD023A FF0303D9F4FAFFFF
22:34:17.261: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.358: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.422: -> 130306 09FD023A FF030347F4FAFFFF
22:34:17.470: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.568: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.598: -> 065305 1CFF193A 419F001702000000
22:34:17.614: -> 130306 09FD023A FF030389F4FAFFFF
22:34:17.670: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.758: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.822: -> 130306 09FD023A FF03031800FAFFFF
22:34:17.869: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:17.965: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.013: -> 130306 09FD023A FF03032201FAFFFF
22:34:18.061: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.157: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.222: -> 130306 09FD023A FF03033A01FAFFFF
22:34:18.273: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.366: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.414: -> 130306 09FD023A FF03039300FAFFFF
22:34:18.462: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.557: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.590: -> 065305 1CFF193A 419F001702000000
22:34:18.622: -> 130306 09FD023A FF0303A400FAFFFF
22:34:18.669: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.765: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.813: -> 130306 09FD023A FF030321F5FAFFFF
22:34:18.861: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:18.957: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.022: -> 130306 09FD023A FF030378F4FAFFFF
22:34:19.069: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.165: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.213: -> 130306 09FD023A FF03039B00FAFFFF
22:34:19.261: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.357: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.422: -> 130306 09FD023A FF03032201FAFFFF
22:34:19.469: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.565: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.598: -> 065305 1CFF193A 419F001702000000
22:34:19.614: -> 130306 09FD023A FF03034300FAFFFF
22:34:19.661: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.757: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.822: -> 130306 09FD023A FF03039AF4FAFFFF
22:34:19.869: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:19.965: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.013: -> 130306 09FD023A FF0303F600FAFFFF
22:34:20.061: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.157: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.222: -> 130306 09FD023A FF03033A00FAFFFF
22:34:20.269: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.367: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.413: -> 130306 09FD023A FF0303E500FAFFFF
22:34:20.461: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.557: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.589: -> 065305 1CFF193A 419F001702000000
22:34:20.622: -> 130306 09FD023A FF0303DBF4FAFFFF
22:34:20.669: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.765: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.813: -> 130306 09FD023A FF03036700FAFFFF
22:34:20.861: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:20.957: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.022: -> 130306 09FD023A FF03032601FAFFFF
22:34:21.069: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.165: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.213: -> 130306 09FD023A FF0303ED00FAFFFF
22:34:21.261: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.357: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.422: -> 130306 09FD023A FF03037700FAFFFF
22:34:21.470: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.565: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.598: -> 065305 1CFF193A 419F001702000000
22:34:21.613: -> 130306 09FD023A FF0303A900FAFFFF
22:34:21.661: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.757: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.822: -> 130306 09FD023A FF0303AFF4FAFFFF
22:34:21.869: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:21.965: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.013: -> 130306 09FD023A FF03033FF4FAFFFF
22:34:22.060: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.156: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.221: -> 130306 09FD023A FF03031701FAFFFF
22:34:22.268: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.364: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.412: -> 130306 09FD023A FF03034600FAFFFF
22:34:22.460: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.556: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.588: -> 065305 1CFF193A 419F001702000000
22:34:22.621: -> 130306 09FD023A FF03031700FAFFFF
22:34:22.668: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.764: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.812: -> 130306 09FD023A FF0303F1F4FAFFFF
22:34:22.860: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:22.956: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.021: -> 130306 09FD023A FF03033BF5FAFFFF
22:34:23.068: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.164: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.212: -> 130306 09FD023A FF0303D8F4FAFFFF
22:34:23.260: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.356: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.422: -> 130306 09FD023A FF0303D000FAFFFF
22:34:23.468: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.564: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.597: -> 065305 1CFF193A 419F001702000000
22:34:23.614: -> 130306 09FD023A FF03031EF4FAFFFF
22:34:23.660: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.756: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.821: -> 130306 09FD023A FF030344F4FAFFFF
22:34:23.868: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:23.964: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.012: -> 130306 09FD023A FF03036900FAFFFF
22:34:24.060: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.157: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.221: -> 130306 09FD023A FF0303C400FAFFFF
22:34:24.269: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.364: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.412: -> 130306 09FD023A FF030380F4FAFFFF
22:34:24.460: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.556: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.588: -> 065305 1CFF193A 419F001702000000
22:34:24.621: -> 130306 09FD023A FF030354F4FAFFFF
22:34:24.668: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.764: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.812: -> 130306 09FD023A FF0303B000FAFFFF
22:34:24.860: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:24.956: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.015: -> 130306 09FD023A FF030302F5FAFFFF
22:34:25.068: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.164: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.212: -> 130306 09FD023A FF03031401FAFFFF
22:34:25.260: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.356: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.418: -> 130306 09FD023A FF03039800FAFFFF
22:34:25.468: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.564: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.597: -> 065305 1CFF193A 419F001702000000
22:34:25.612: -> 130306 09FD023A FF03038100FAFFFF
22:34:25.660: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.756: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.815: -> 130306 09FD023A FF0303E3F4FAFFFF
22:34:25.868: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:25.964: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.012: -> 130306 09FD023A FF030361F5FAFFFF
22:34:26.060: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.156: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.215: -> 130306 09FD023A FF03031400FAFFFF
22:34:26.268: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.364: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.412: -> 130306 09FD023A FF03035700FAFFFF
22:34:26.461: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.556: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.588: -> 065305 1CFF193A 419F001702000000
22:34:26.615: -> 130306 09FD023A FF0303B1F4FAFFFF
22:34:26.668: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.764: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.812: -> 130306 09FD023A FF03034FF4FAFFFF
22:34:26.860: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:26.956: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.020: -> 130306 09FD023A FF03031A00FAFFFF
22:34:27.068: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.164: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.212: -> 130306 09FD023A FF03030EF5FAFFFF
22:34:27.260: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.356: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.415: -> 130306 09FD023A FF03033E01FAFFFF
22:34:27.468: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.564: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.596: -> 065305 1CFF193A 419F001702000000
22:34:27.611: -> 130306 09FD023A FF03032A00FAFFFF
22:34:27.659: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.755: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.819: -> 130306 09FD023A FF0303CB00FAFFFF
22:34:27.867: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:27.963: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.012: -> 130306 09FD023A FF0303C200FAFFFF
22:34:28.059: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.155: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.219: -> 130306 09FD023A FF03033000FAFFFF
22:34:28.267: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.363: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.411: -> 130306 09FD023A FF0303E100FAFFFF
22:34:28.459: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.555: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.587: -> 065305 1CFF193A 419F001702000000
22:34:28.619: -> 130306 09FD023A FF0303D9F4FAFFFF
22:34:28.667: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.763: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.811: -> 130306 09FD023A FF03038800FAFFFF
22:34:28.859: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:28.955: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.019: -> 130306 09FD023A FF03039CF4FAFFFF
22:34:29.067: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.163: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.211: -> 130306 09FD023A FF030325F5FAFFFF
22:34:29.259: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.355: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.419: -> 130306 09FD023A FF03039100FAFFFF
22:34:29.467: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.563: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.599: -> 065305 1CFF193A 419F001702000000
22:34:29.611: -> 130306 09FD023A FF030341F5FAFFFF
22:34:29.659: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.755: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.819: -> 130306 09FD023A FF03034F00FAFFFF
22:34:29.867: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:29.963: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:30.011: -> 130306 09FD023A FF0303F400FAFFFF
22:34:30.059: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:30.155: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:30.219: -> 130306 09FD023A FF030398F4FAFFFF
22:34:30.267: -> 127250 09F1123A FF0000FF7FFF7FFD
22:34:30.363: -> 127250 09F1123A FF0000FF7FFF7FFD
